unit_id,facility_id,blood_group,component,quantity_ml,collection_date,expiry_date,days_remaining,status,is_near_expiry
UNIT00320,FAC003,B+,Whole Blood,427,2026-07-08,2026-08-12,11,Available,False
UNIT00321,FAC003,O-,RBC,255,2026-07-15,2026-08-19,18,Available,False
UNIT00322,FAC003,B+,Platelets,56,2026-07-30,2026-08-04,3,Available,False
UNIT00323,FAC003,A+,Plasma,222,2026-03-31,2027-03-31,242,Available,False
UNIT00324,FAC003,O+,Plasma,203,2026-04-20,2027-04-20,262,Reserved,False
UNIT00325,FAC003,A+,Plasma,243,2026-03-28,2027-03-28,239,Available,False
UNIT00326,FAC003,A+,Whole Blood,450,2026-07-25,2026-08-29,28,Available,False
UNIT00327,FAC003,B+,RBC,273,2026-07-27,2026-08-31,30,Available,False
UNIT00328,FAC003,B+,Whole Blood,397,2026-07-13,2026-08-17,16,Available,False
UNIT00329,FAC003,B+,Whole Blood,400,2026-07-14,2026-08-18,17,Available,False
UNIT00330,FAC003,B+,Platelets,52,2026-07-31,2026-08-05,4,Available,False
UNIT00331,FAC003,B+,Plasma,249,2025-08-20,2026-08-20,19,Available,True
UNIT00332,FAC003,B+,Plasma,244,2026-05-05,2027-05-05,277,Available,False
UNIT00333,FAC003,O+,Plasma,204,2026-05-09,2027-05-09,281,Available,False
UNIT00334,FAC003,B+,Plasma,243,2025-05-06,2026-05-06,-87,Expired,False
UNIT00335,FAC003,O+,Platelets,58,2026-07-29,2026-08-03,2,Available,False
UNIT00336,FAC003,AB+,Platelets,60,2026-07-28,2026-08-02,1,Available,True
UNIT00337,FAC003,A+,Platelets,53,2026-07-30,2026-08-04,3,Available,False
UNIT00338,FAC003,O+,RBC,285,2026-07-06,2026-08-10,9,Available,False
UNIT00339,FAC003,AB+,Plasma,239,2025-10-24,2026-10-24,84,Available,False
UNIT00340,FAC003,O+,Whole Blood,442,2026-07-21,2026-08-25,24,Reserved,False
UNIT00341,FAC003,B+,Plasma,204,2025-11-09,2026-11-09,100,Available,False
UNIT00342,FAC003,A+,Platelets,60,2026-07-29,2026-08-03,2,Available,False
UNIT00343,FAC003,B+,RBC,290,2026-07-01,2026-08-05,4,Available,True
UNIT00344,FAC003,AB+,RBC,253,2026-07-18,2026-08-22,21,Reserved,False
UNIT00345,FAC003,O+,RBC,295,2026-07-21,2026-08-25,24,Available,False
UNIT00346,FAC003,A-,Platelets,60,2026-07-28,2026-08-02,1,Available,True
UNIT00347,FAC003,O+,Platelets,58,2026-07-31,2026-08-05,4,Available,False
UNIT00348,FAC003,A+,RBC,260,2026-07-13,2026-08-17,16,Available,False
UNIT00349,FAC003,O+,Platelets,50,2026-07-28,2026-08-02,1,Available,True
UNIT00350,FAC003,A+,Platelets,56,2026-07-29,2026-08-03,2,Available,False
UNIT00351,FAC003,O+,Whole Blood,387,2026-07-16,2026-08-20,19,Available,False
UNIT00352,FAC003,O+,Platelets,60,2026-07-30,2026-08-04,3,Available,False
UNIT00353,FAC003,B+,Plasma,228,2026-06-12,2027-06-12,315,Available,False
UNIT00354,FAC003,B+,Plasma,220,2026-05-08,2027-05-08,280,Available,False
UNIT00355,FAC003,O+,Platelets,56,2026-07-29,2026-08-03,2,Available,False
UNIT00356,FAC003,A+,Platelets,53,2026-07-30,2026-08-04,3,Available,False
UNIT00357,FAC003,B+,Platelets,50,2026-07-30,2026-08-04,3,Available,False
UNIT00358,FAC003,B+,Plasma,210,2025-09-21,2026-09-21,51,Available,True
UNIT00359,FAC003,O+,Platelets,58,2026-07-31,2026-08-05,4,Available,False
UNIT00360,FAC003,B+,Platelets,56,2026-07-30,2026-08-04,3,Available,False
UNIT00361,FAC003,B+,RBC,253,2026-07-24,2026-08-28,27,Available,False
UNIT00362,FAC003,B+,Plasma,206,2026-04-17,2027-04-17,259,Available,False
UNIT00363,FAC003,B+,Platelets,55,2026-07-29,2026-08-03,2,Available,False
UNIT00364,FAC003,A+,Whole Blood,420,2026-07-14,2026-08-18,17,Available,False
UNIT00365,FAC003,B+,Plasma,217,2026-02-15,2027-02-15,198,Available,False
UNIT00366,FAC003,O+,Whole Blood,397,2026-07-26,2026-08-30,29,Available,False
UNIT00367,FAC003,O+,Platelets,52,2026-07-29,2026-08-03,2,Available,False
UNIT00368,FAC003,A+,Plasma,208,2026-02-16,2027-02-16,199,Available,False
UNIT00369,FAC003,O+,Plasma,232,2026-02-10,2027-02-10,193,Available,False
UNIT00370,FAC003,A+,Platelets,54,2026-07-31,2026-08-05,4,Reserved,False
UNIT00371,FAC003,AB+,Plasma,201,2025-12-05,2026-12-05,126,Available,False
UNIT00372,FAC003,B+,Whole Blood,424,2026-06-22,2026-07-27,-5,Expired,False
UNIT00373,FAC003,B+,Whole Blood,433,2026-07-13,2026-08-17,16,Available,False
UNIT00374,FAC003,O+,RBC,260,2026-07-09,2026-08-13,12,Available,False
UNIT00375,FAC003,B+,Plasma,202,2026-05-21,2027-05-21,293,Available,False
UNIT00376,FAC003,AB+,Whole Blood,403,2026-07-24,2026-08-28,27,Available,False
UNIT00377,FAC003,A+,RBC,280,2026-07-19,2026-08-23,22,Available,False
UNIT00378,FAC003,O+,Whole Blood,421,2026-07-09,2026-08-13,12,Available,False
UNIT00379,FAC003,B+,Plasma,211,2026-02-08,2027-02-08,191,Available,False
UNIT00380,FAC003,B+,Platelets,60,2026-07-30,2026-08-04,3,Available,False
UNIT00381,FAC003,O+,Platelets,53,2026-07-29,2026-08-03,2,Available,False
UNIT00382,FAC003,B+,Platelets,54,2026-07-31,2026-08-05,4,Reserved,False
UNIT00383,FAC003,O+,RBC,280,2026-07-10,2026-08-14,13,Available,False
UNIT00384,FAC003,B+,Platelets,58,2026-07-31,2026-08-05,4,Available,False
UNIT00385,FAC003,B+,Plasma,209,2025-10-17,2026-10-17,77,Reserved,False
UNIT00386,FAC003,B+,Platelets,57,2026-07-27,2026-08-01,0,Available,True
UNIT00387,FAC003,O+,Plasma,217,2026-05-05,2027-05-05,277,Available,False
UNIT00388,FAC003,O+,Platelets,59,2026-07-31,2026-08-05,4,Available,False
UNIT00389,FAC003,B+,Whole Blood,431,2026-07-11,2026-08-15,14,Available,False
UNIT00390,FAC003,B+,Whole Blood,362,2026-07-19,2026-08-23,22,Available,False
UNIT00391,FAC003,O+,RBC,260,2026-07-31,2026-09-04,34,Available,False
UNIT00392,FAC003,B+,Plasma,218,2026-02-23,2027-02-23,206,Available,False
UNIT00393,FAC003,B+,Whole Blood,423,2026-06-29,2026-08-03,2,Available,True
UNIT00394,FAC003,A-,Whole Blood,372,2026-06-29,2026-08-03,2,Available,True
UNIT00395,FAC003,O+,Whole Blood,400,2026-06-19,2026-07-24,-8,Expired,False
UNIT00396,FAC003,O+,RBC,268,2026-06-27,2026-08-01,0,Reserved,False
UNIT00397,FAC003,O+,Whole Blood,392,2026-07-22,2026-08-26,25,Available,False
UNIT00398,FAC003,B+,Plasma,232,2025-09-06,2026-09-06,36,Available,True
UNIT00399,FAC003,B+,RBC,296,2026-07-05,2026-08-09,8,Available,False
UNIT00400,FAC003,B+,Platelets,55,2026-07-29,2026-08-03,2,Available,False
UNIT00401,FAC003,O+,RBC,275,2026-07-25,2026-08-29,28,Available,False
UNIT00402,FAC003,O+,Platelets,52,2026-07-31,2026-08-05,4,Available,False
UNIT00403,FAC003,O-,Plasma,216,2026-04-07,2027-04-07,249,Available,False
UNIT00404,FAC003,B+,Plasma,219,2025-11-16,2026-11-16,107,Reserved,False
UNIT00405,FAC003,AB+,Whole Blood,380,2026-07-22,2026-08-26,25,Available,False
UNIT00406,FAC003,A+,Whole Blood,437,2026-07-17,2026-08-21,20,Available,False
UNIT00407,FAC003,B+,Platelets,54,2026-07-29,2026-08-03,2,Available,False
UNIT00408,FAC003,B+,RBC,259,2026-07-23,2026-08-27,26,Available,False
UNIT00409,FAC003,B+,Platelets,57,2026-07-30,2026-08-04,3,Available,False
UNIT00410,FAC003,O+,RBC,288,2026-07-07,2026-08-11,10,Available,False
UNIT00411,FAC003,O+,Whole Blood,396,2026-07-15,2026-08-19,18,Available,False
UNIT00412,FAC003,A+,Whole Blood,414,2026-07-28,2026-09-01,31,Available,False
UNIT00413,FAC003,A+,RBC,278,2026-07-25,2026-08-29,28,Available,False
UNIT00414,FAC003,A+,RBC,282,2026-07-09,2026-08-13,12,Available,False
UNIT00415,FAC003,B+,Whole Blood,408,2026-07-17,2026-08-21,20,Available,False
UNIT00416,FAC003,AB+,Plasma,201,2025-12-19,2026-12-19,140,Available,False
UNIT00417,FAC003,B+,Whole Blood,355,2026-07-08,2026-08-12,11,Available,False
UNIT00418,FAC003,B+,Whole Blood,358,2026-07-15,2026-08-19,18,Available,False
UNIT00419,FAC003,O-,Plasma,249,2026-06-29,2027-06-29,332,Available,False
UNIT00420,FAC003,A+,Plasma,228,2026-03-25,2027-03-25,236,Reserved,False
UNIT00421,FAC003,O+,Plasma,242,2026-03-24,2027-03-24,235,Available,False
UNIT00422,FAC003,O+,RBC,261,2026-07-11,2026-08-15,14,Available,False
UNIT00423,FAC003,O-,Plasma,214,2026-02-07,2027-02-07,190,Available,False
UNIT00424,FAC003,O+,Whole Blood,409,2026-06-23,2026-07-28,-4,Expired,False
UNIT00425,FAC003,O+,Plasma,215,2026-02-06,2027-02-06,189,Available,False
UNIT00426,FAC003,B+,RBC,296,2026-07-22,2026-08-26,25,Reserved,False
UNIT00427,FAC003,O+,Whole Blood,448,2026-07-05,2026-08-09,8,Available,False
UNIT00428,FAC003,O+,Whole Blood,426,2026-07-23,2026-08-27,26,Available,False
UNIT00429,FAC003,A+,Whole Blood,406,2026-07-23,2026-08-27,26,Available,False
UNIT00430,FAC003,B+,RBC,258,2026-07-07,2026-08-11,10,Available,False
UNIT00431,FAC003,B+,Platelets,59,2026-07-31,2026-08-05,4,Reserved,False
UNIT00432,FAC003,B+,Platelets,60,2026-07-31,2026-08-05,4,Available,False
UNIT00433,FAC003,B+,Plasma,237,2026-04-14,2027-04-14,256,Available,False
UNIT00434,FAC003,O+,RBC,281,2026-07-12,2026-08-16,15,Available,False
UNIT00435,FAC003,A+,Platelets,58,2026-07-27,2026-08-01,0,Available,True
UNIT00436,FAC003,B+,Plasma,211,2026-03-15,2027-03-15,226,Available,False
UNIT00437,FAC003,O+,Plasma,245,2026-04-29,2027-04-29,271,Available,False
UNIT00438,FAC003,A+,Plasma,226,2025-08-19,2026-08-19,18,Available,True
UNIT00439,FAC003,AB+,RBC,271,2026-07-19,2026-08-23,22,Available,False
UNIT00440,FAC003,O+,Plasma,246,2025-10-01,2026-10-01,61,Available,True
UNIT00441,FAC003,O+,Whole Blood,427,2026-07-22,2026-08-26,25,Available,False
UNIT00442,FAC003,A+,Whole Blood,442,2026-07-24,2026-08-28,27,Available,False
UNIT00443,FAC003,O+,RBC,271,2026-07-17,2026-08-21,20,Available,False
UNIT00444,FAC003,B+,Whole Blood,444,2026-07-24,2026-08-28,27,Available,False
UNIT00445,FAC003,A+,Plasma,245,2025-08-19,2026-08-19,18,Available,True
UNIT00446,FAC003,A+,RBC,274,2026-07-15,2026-08-19,18,Available,False
UNIT00447,FAC003,B+,Platelets,57,2026-07-30,2026-08-04,3,Available,False
UNIT00448,FAC003,B+,Plasma,213,2025-11-13,2026-11-13,104,Available,False
UNIT00449,FAC003,B+,Plasma,247,2026-06-22,2027-06-22,325,Available,False
UNIT00450,FAC003,A+,Platelets,56,2026-07-29,2026-08-03,2,Available,False
UNIT00451,FAC003,B+,RBC,265,2026-07-21,2026-08-25,24,Available,False
UNIT00452,FAC003,B+,Platelets,60,2026-07-31,2026-08-05,4,Available,False
UNIT00453,FAC003,O+,Plasma,210,2026-05-17,2027-05-17,289,Available,False
UNIT00454,FAC003,A+,Plasma,241,2026-05-13,2027-05-13,285,Reserved,False
UNIT00455,FAC003,O+,Whole Blood,435,2026-07-03,2026-08-07,6,Available,True
UNIT00456,FAC003,A+,Whole Blood,379,2026-07-19,2026-08-23,22,Available,False
UNIT00457,FAC003,A+,RBC,273,2026-07-30,2026-09-03,33,Available,False
UNIT00458,FAC003,A+,Plasma,234,2025-12-24,2026-12-24,145,Available,False
UNIT00459,FAC003,AB+,Whole Blood,418,2026-07-30,2026-09-03,33,Available,False
UNIT00460,FAC003,O+,Whole Blood,405,2026-07-16,2026-08-20,19,Available,False
UNIT00461,FAC003,O+,RBC,259,2026-07-26,2026-08-30,29,Available,False
UNIT00462,FAC003,B+,Platelets,56,2026-07-28,2026-08-02,1,Available,True
UNIT00463,FAC003,A+,Plasma,244,2026-03-01,2027-03-01,212,Available,False
UNIT00464,FAC003,A-,Whole Blood,447,2026-07-11,2026-08-15,14,Available,False
UNIT00465,FAC003,A+,Plasma,203,2026-03-23,2027-03-23,234,Available,False
UNIT00466,FAC003,O+,RBC,291,2026-07-27,2026-08-31,30,Available,False
UNIT00467,FAC003,O+,Whole Blood,379,2026-06-30,2026-08-04,3,Reserved,False
UNIT00468,FAC003,A+,Plasma,243,2026-04-21,2027-04-21,263,Reserved,False
UNIT00469,FAC003,O+,Whole Blood,352,2026-07-24,2026-08-28,27,Available,False
UNIT00470,FAC003,O+,RBC,275,2026-07-07,2026-08-11,10,Available,False
UNIT00471,FAC003,O+,Platelets,56,2026-07-31,2026-08-05,4,Available,False
UNIT00472,FAC004,A+,Whole Blood,448,2026-07-03,2026-08-07,6,Available,True
UNIT00473,FAC004,B+,Platelets,50,2026-07-30,2026-08-04,3,Available,False
UNIT00474,FAC004,B+,RBC,274,2026-07-16,2026-08-20,19,Available,False
UNIT00475,FAC004,B+,Platelets,59,2026-07-29,2026-08-03,2,Available,False
UNIT00476,FAC004,A+,Whole Blood,369,2026-07-09,2026-08-13,12,Available,False
UNIT00477,FAC004,B+,Platelets,55,2026-07-31,2026-08-05,4,Available,False
UNIT00478,FAC004,A+,Whole Blood,406,2026-06-26,2026-07-31,-1,Expired,False
UNIT00479,FAC004,A-,RBC,277,2026-07-26,2026-08-30,29,Available,False
UNIT00480,FAC004,B+,Platelets,51,2026-07-30,2026-08-04,3,Available,False
UNIT00481,FAC004,A-,Whole Blood,399,2026-07-13,2026-08-17,16,Available,False
UNIT00482,FAC004,A+,RBC,285,2026-07-19,2026-08-23,22,Available,False
UNIT00483,FAC004,AB+,Whole Blood,398,2026-07-14,2026-08-18,17,Available,False
UNIT00484,FAC004,A+,RBC,254,2026-07-21,2026-08-25,24,Available,False
UNIT00485,FAC004,A+,RBC,254,2026-07-18,2026-08-22,21,Available,False
UNIT00486,FAC004,A-,Whole Blood,428,2026-07-09,2026-08-13,12,Available,False
UNIT00487,FAC004,A+,Whole Blood,400,2026-07-25,2026-08-29,28,Available,False
UNIT00488,FAC004,A+,Platelets,57,2026-07-30,2026-08-04,3,Available,False
UNIT00489,FAC004,A+,Platelets,52,2026-07-26,2026-07-31,-1,Expired,False
UNIT00490,FAC004,A+,Platelets,55,2026-07-27,2026-08-01,0,Available,True
UNIT00491,FAC004,A+,RBC,268,2026-06-24,2026-07-29,-3,Expired,False
UNIT00492,FAC004,B+,Platelets,53,2026-07-30,2026-08-04,3,Available,False
UNIT00493,FAC004,A+,RBC,257,2026-07-04,2026-08-08,7,Available,True
UNIT00494,FAC004,AB+,Whole Blood,437,2026-07-13,2026-08-17,16,Available,False
UNIT00495,FAC004,B+,Whole Blood,409,2026-06-26,2026-07-31,-1,Expired,False
UNIT00496,FAC004,AB+,Whole Blood,438,2026-07-18,2026-08-22,21,Available,False
UNIT00497,FAC004,A+,RBC,269,2026-07-10,2026-08-14,13,Available,False
UNIT00498,FAC004,A+,Platelets,56,2026-07-31,2026-08-05,4,Available,False
UNIT00499,FAC004,A+,Platelets,58,2026-07-30,2026-08-04,3,Available,False
UNIT00500,FAC004,AB+,Platelets,55,2026-07-30,2026-08-04,3,Available,False
UNIT00501,FAC004,B+,Platelets,51,2026-07-29,2026-08-03,2,Reserved,False
UNIT00502,FAC004,B+,Platelets,59,2026-07-29,2026-08-03,2,Available,False
UNIT00503,FAC004,A+,Platelets,55,2026-07-29,2026-08-03,2,Available,False
UNIT00504,FAC004,AB-,RBC,264,2026-07-26,2026-08-30,29,Available,False
UNIT00505,FAC004,B+,Platelets,53,2026-07-29,2026-08-03,2,Available,False
UNIT00506,FAC004,B+,RBC,294,2026-07-17,2026-08-21,20,Available,False
UNIT00507,FAC004,B+,RBC,280,2026-06-19,2026-07-24,-8,Expired,False
UNIT00508,FAC004,A+,RBC,296,2026-06-28,2026-08-02,1,Available,True
UNIT00509,FAC004,A+,RBC,283,2026-07-20,2026-08-24,23,Available,False
UNIT00510,FAC004,B+,RBC,278,2026-07-26,2026-08-30,29,Available,False
UNIT00511,FAC004,A+,RBC,251,2026-07-28,2026-09-01,31,Available,False
UNIT00512,FAC004,B-,Platelets,53,2026-07-31,2026-08-05,4,Available,False
UNIT00513,FAC004,B+,Platelets,57,2026-07-31,2026-08-05,4,Available,False
UNIT00514,FAC004,A+,RBC,292,2026-07-12,2026-08-16,15,Available,False
UNIT00515,FAC004,B+,Whole Blood,407,2026-07-08,2026-08-12,11,Reserved,False
UNIT00516,FAC004,B+,RBC,267,2026-07-31,2026-09-04,34,Available,False
UNIT00517,FAC004,B+,Whole Blood,418,2026-07-14,2026-08-18,17,Available,False
UNIT00518,FAC004,A+,RBC,292,2026-07-24,2026-08-28,27,Available,False
UNIT00519,FAC004,AB+,Platelets,56,2026-07-27,2026-08-01,0,Available,True
UNIT00520,FAC004,B+,Platelets,57,2026-07-31,2026-08-05,4,Available,False
UNIT00521,FAC004,B+,Platelets,59,2026-07-29,2026-08-03,2,Available,False
UNIT00522,FAC004,B+,Platelets,54,2026-07-31,2026-08-05,4,Available,False
UNIT00523,FAC004,A+,RBC,276,2026-07-10,2026-08-14,13,Available,False
UNIT00524,FAC004,B+,Platelets,60,2026-07-30,2026-08-04,3,Available,False
UNIT00525,FAC004,B+,Platelets,52,2026-07-27,2026-08-01,0,Available,True
UNIT00526,FAC004,B+,Whole Blood,429,2026-07-24,2026-08-28,27,Available,False
UNIT00527,FAC004,A+,RBC,281,2026-06-26,2026-07-31,-1,Expired,False
UNIT00528,FAC004,A+,RBC,282,2026-06-24,2026-07-29,-3,Expired,False
UNIT00529,FAC004,B+,RBC,278,2026-07-10,2026-08-14,13,Available,False
UNIT00530,FAC004,B+,Whole Blood,378,2026-07-14,2026-08-18,17,Available,False
UNIT00531,FAC004,A+,RBC,299,2026-07-23,2026-08-27,26,Available,False
UNIT00532,FAC004,B+,Platelets,58,2026-07-28,2026-08-02,1,Available,True
UNIT00533,FAC004,A+,Whole Blood,396,2026-07-22,2026-08-26,25,Available,False
UNIT00534,FAC004,B+,Whole Blood,377,2026-07-07,2026-08-11,10,Available,False
UNIT00535,FAC004,O-,Whole Blood,381,2026-07-08,2026-08-12,11,Available,False
UNIT00536,FAC004,A+,Whole Blood,361,2026-07-18,2026-08-22,21,Available,False
UNIT00537,FAC004,B+,Whole Blood,444,2026-07-06,2026-08-10,9,Available,False
UNIT00538,FAC004,B+,RBC,277,2026-07-02,2026-08-06,5,Available,True
UNIT00539,FAC004,A+,Whole Blood,357,2026-07-06,2026-08-10,9,Available,False
UNIT00540,FAC004,B+,Platelets,55,2026-07-31,2026-08-05,4,Available,False
UNIT00541,FAC004,O-,RBC,282,2026-07-22,2026-08-26,25,Available,False
UNIT00542,FAC004,O-,Platelets,56,2026-07-28,2026-08-02,1,Available,True
UNIT00543,FAC004,AB+,RBC,258,2026-07-02,2026-08-06,5,Available,True
UNIT00544,FAC004,A+,Platelets,60,2026-07-30,2026-08-04,3,Available,False
UNIT00545,FAC004,B+,Whole Blood,403,2026-07-14,2026-08-18,17,Available,False
UNIT00546,FAC004,B+,Whole Blood,361,2026-07-12,2026-08-16,15,Reserved,False
UNIT00547,FAC004,B+,Platelets,55,2026-07-31,2026-08-05,4,Reserved,False
UNIT00548,FAC004,B+,RBC,299,2026-07-21,2026-08-25,24,Available,False
UNIT00549,FAC004,B-,Whole Blood,435,2026-07-08,2026-08-12,11,Available,False
UNIT00550,FAC005,AB+,Whole Blood,393,2026-07-14,2026-08-18,17,Available,False
UNIT00551,FAC005,O+,Whole Blood,408,2026-07-28,2026-09-01,31,Available,False
UNIT00552,FAC005,A+,Whole Blood,404,2026-07-18,2026-08-22,21,Available,False
UNIT00553,FAC005,A+,Platelets,54,2026-07-27,2026-08-01,0,Reserved,False
UNIT00554,FAC005,A+,RBC,255,2026-07-27,2026-08-31,30,Available,False
UNIT00555,FAC005,B+,Platelets,54,2026-07-31,2026-08-05,4,Available,False
UNIT00556,FAC005,O+,Whole Blood,362,2026-07-18,2026-08-22,21,Available,False
UNIT00557,FAC005,A+,RBC,283,2026-07-27,2026-08-31,30,Available,False
UNIT00558,FAC005,O+,Whole Blood,365,2026-07-30,2026-09-03,33,Available,False
UNIT00559,FAC005,O-,RBC,264,2026-07-10,2026-08-14,13,Available,False
UNIT00560,FAC005,B+,Platelets,55,2026-07-28,2026-08-02,1,Available,True
UNIT00561,FAC005,O+,Whole Blood,367,2026-07-19,2026-08-23,22,Available,False
UNIT00562,FAC005,O+,Platelets,50,2026-07-31,2026-08-05,4,Available,False
UNIT00563,FAC005,AB-,Whole Blood,430,2026-07-18,2026-08-22,21,Available,False
UNIT00564,FAC005,O+,RBC,263,2026-07-12,2026-08-16,15,Available,False
UNIT00565,FAC005,A+,Whole Blood,443,2026-07-25,2026-08-29,28,Available,False
UNIT00566,FAC005,B+,RBC,267,2026-07-21,2026-08-25,24,Available,False
UNIT00567,FAC005,O+,Whole Blood,427,2026-07-14,2026-08-18,17,Available,False
UNIT00568,FAC005,B+,Platelets,54,2026-08-01,2026-08-06,5,Available,False
UNIT00569,FAC005,A+,Platelets,54,2026-07-30,2026-08-04,3,Available,False
UNIT00570,FAC005,O+,Whole Blood,413,2026-07-16,2026-08-20,19,Available,False
UNIT00571,FAC005,O+,Whole Blood,396,2026-07-15,2026-08-19,18,Reserved,False
UNIT00572,FAC005,O+,Whole Blood,403,2026-07-19,2026-08-23,22,Available,False
UNIT00573,FAC005,B+,Platelets,51,2026-07-31,2026-08-05,4,Available,False
UNIT00574,FAC005,A+,Whole Blood,357,2026-07-30,2026-09-03,33,Available,False
UNIT00575,FAC005,O+,RBC,282,2026-07-16,2026-08-20,19,Available,False
UNIT00576,FAC005,O+,RBC,284,2026-07-09,2026-08-13,12,Available,False
UNIT00577,FAC005,B-,Whole Blood,415,2026-07-22,2026-08-26,25,Available,False
UNIT00578,FAC005,O+,Whole Blood,431,2026-07-15,2026-08-19,18,Available,False
UNIT00579,FAC005,O+,Platelets,56,2026-07-29,2026-08-03,2,Available,False
UNIT00580,FAC005,O+,Whole Blood,405,2026-07-28,2026-09-01,31,Available,False
UNIT00581,FAC005,A+,Platelets,60,2026-07-29,2026-08-03,2,Available,False
UNIT00582,FAC005,O+,Whole Blood,351,2026-07-30,2026-09-03,33,Available,False
UNIT00583,FAC005,A+,RBC,296,2026-07-15,2026-08-19,18,Available,False
UNIT00584,FAC005,B+,RBC,267,2026-07-26,2026-08-30,29,Available,False
UNIT00585,FAC005,O+,Whole Blood,404,2026-07-07,2026-08-11,10,Available,False
UNIT00586,FAC005,B+,Whole Blood,430,2026-07-22,2026-08-26,25,Reserved,False
UNIT00587,FAC005,A+,RBC,286,2026-07-16,2026-08-20,19,Available,False
UNIT00588,FAC005,A+,Whole Blood,423,2026-07-23,2026-08-27,26,Available,False
UNIT00589,FAC005,O+,Whole Blood,355,2026-07-23,2026-08-27,26,Available,False
UNIT00590,FAC005,O+,Whole Blood,399,2026-07-23,2026-08-27,26,Available,False
UNIT00591,FAC005,O+,Whole Blood,420,2026-06-27,2026-08-01,0,Available,True
UNIT00592,FAC005,O+,Platelets,55,2026-07-29,2026-08-03,2,Available,False
UNIT00593,FAC005,B+,Platelets,59,2026-07-30,2026-08-04,3,Available,False
UNIT00594,FAC005,B+,Platelets,53,2026-07-29,2026-08-03,2,Available,False
UNIT00595,FAC005,O+,Whole Blood,358,2026-06-25,2026-07-30,-2,Expired,False
UNIT00596,FAC005,O+,RBC,255,2026-07-06,2026-08-10,9,Available,False
UNIT00597,FAC005,AB+,Whole Blood,450,2026-07-20,2026-08-24,23,Available,False
UNIT00598,FAC005,B+,Platelets,57,2026-07-31,2026-08-05,4,Available,False
UNIT00599,FAC005,O-,Whole Blood,381,2026-07-08,2026-08-12,11,Available,False
UNIT00600,FAC005,A+,RBC,290,2026-07-29,2026-09-02,32,Available,False
UNIT00601,FAC005,O+,Whole Blood,350,2026-06-26,2026-07-31,-1,Expired,False
UNIT00602,FAC005,O+,RBC,256,2026-07-03,2026-08-07,6,Available,True
UNIT00603,FAC005,A+,Whole Blood,368,2026-07-18,2026-08-22,21,Reserved,False
UNIT00604,FAC005,O+,Whole Blood,416,2026-07-28,2026-09-01,31,Available,False
UNIT00605,FAC005,B+,RBC,287,2026-07-17,2026-08-21,20,Available,False
UNIT00606,FAC005,A+,Whole Blood,425,2026-07-12,2026-08-16,15,Available,False
UNIT00607,FAC005,AB+,RBC,268,2026-07-11,2026-08-15,14,Available,False
UNIT00608,FAC005,B+,RBC,297,2026-06-28,2026-08-02,1,Available,True
UNIT00609,FAC005,B+,RBC,262,2026-07-22,2026-08-26,25,Available,False
UNIT00610,FAC005,A+,Platelets,57,2026-07-31,2026-08-05,4,Available,False
UNIT00611,FAC005,B+,RBC,299,2026-07-26,2026-08-30,29,Available,False
UNIT00612,FAC005,A+,RBC,255,2026-07-17,2026-08-21,20,Available,False
UNIT00613,FAC005,A+,Platelets,59,2026-07-30,2026-08-04,3,Available,False
UNIT00614,FAC005,A+,RBC,272,2026-07-25,2026-08-29,28,Available,False
UNIT00615,FAC005,B+,Whole Blood,372,2026-07-10,2026-08-14,13,Available,False
UNIT00616,FAC005,A+,RBC,285,2026-07-02,2026-08-06,5,Available,True
UNIT00617,FAC005,B+,RBC,257,2026-07-26,2026-08-30,29,Available,False
UNIT00618,FAC005,A+,Whole Blood,397,2026-07-26,2026-08-30,29,Available,False
UNIT00619,FAC005,O+,Platelets,51,2026-07-31,2026-08-05,4,Available,False
